ResourceID,Analysis Color & Principal Mineralogical Composition,Analysis Compilation Date,Analysis Compiler,Analysis Crystal Orientation,Analysis MGS (mm),Analysis Microfabric,Analysis Name,Analysis Provenance Hypothesis,Analysis Sampling Date,Analysis Secondary Minerals & Accessories,Analysis Shape of Crystal's Borders,Analysis Texture,Cathodoluminescence Description,Identifier Content,Identifier Type,Isotopes Delta13C,Isotopes Delta18O,Luminescence Image,Luminescence Intensity,Luminescence Reference Image,Related Object,Related Object Withdrawal Point,Sliced Section Nicol incrociati,Sliced Section Nicol paralleli,TEMP SAMPLE
01e0cd2b-80a0-feb5-e496-6644c9382bd7,Grigio; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8e62cd9f-4308-4df6-9d02-d552d059ce3c"", ""inverseOntologyProperty"": """"}]",presente,2.1,Eteroblastico/omeoblastico,H15_537,,2015-09-01,"Q: ++
Km: ++
Ap: ±
Gr: +
OP: ±","rettilinei, curvi, suturati, con rari tripli giunti","A mosaico, interconnessa",Tessitura omogenea,Marmora,internal identifier,1.0,-3.0,/files/uploadedfiles/crt_DSCN4470_H15_537.JPG,molto bassa,,"[{""resourceId"": ""f7d528a6-2f63-8820-65b7-7654d4fefa5d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec440140-d797-4105-83cf-37202dc21144"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN4475_H15_537.JPG,/files/uploadedfiles/crt_DSCN4472_H15_537.JPG,"[{""resourceId"": ""ece5afd5-5e0f-2a3c-6664-a9bd80bd15cc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3b6a4943-f891-4531-8d6f-48fa12370376"", ""inverseOntologyProperty"": """"}]"
03e9cb23-1fea-b3f7-b8e2-e4755d7b920c,"Bianco; Calcite, con presenza di Dolomite",2016-10-02,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1cd37f3f-b19b-47c3-898d-44b3bba243dd"", ""inverseOntologyProperty"": """"}]",,1.2,Omeoblastico,H15,,2005-08-29,"Q: ±
Km: ±
Gr: +++","rettilinei, curvi","A mosaico, grafite in grandi grani",,Marmora,internal identifier,3.68,-6.92,,,,"[{""resourceId"": ""bd4142b1-b682-0488-e7f5-8a56a111f695"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bbfb4dda-125e-4ea7-8f29-4e46248fde7d"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""a1c34f7b-058c-2463-d128-688300811b92"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b6d9a27b-401e-462b-b38c-5d5fce08f196"", ""inverseOntologyProperty"": """"}]"
057d9ca9-1d38-2baa-1589-860c968eaa42,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""86d153d8-ea34-48e0-a268-a29682333034"", ""inverseOntologyProperty"": """"}]",presente,3.2,Omeoblastico,C03,,2005-08-29,Q: ±,"curvi, suturati","A mosaico, leggera deformazione delle geminazioni polisintetiche",,Marmora,internal identifier,2.36,-3.03,,,,"[{""resourceId"": ""114b4fd2-9b87-b536-8c4c-7fe0f85d58d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""abcf2e17-389c-43bb-8ed7-7e90737f0664"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""a651f486-e9bb-0b1a-a053-8a1a509238da"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53b45786-f754-4a21-9235-124f062380a3"", ""inverseOntologyProperty"": """"}]"
05f6ac27-0123-4993-a272-f7171d95613c,Bianco/striato; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ca0042d5-8d70-453e-a44d-e940385faa36"", ""inverseOntologyProperty"": """"}]",assente,,,MT62_3,,2013-09-03,,,,,Marmora,internal identifier,1.98,-4.0,,,,"[{""resourceId"": ""8d162986-5366-cecd-7aa4-5253bb920642"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17132cff-844f-4a8e-b932-8783fd24cca5"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""3e1c56b4-5679-0161-2cbf-428edd030262"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b235a92a-912e-4e16-86f7-537f4ba7749e"", ""inverseOntologyProperty"": """"}]"
0661982a-4478-5fce-5f0e-e48da4e2ce97,Grigio; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""31285321-e1cc-4ba6-810b-fb0d1940ed6a"", ""inverseOntologyProperty"": """"}]",assente,,,H13_017,Marmar Tepe?,2013-09-01,,,,,Marmora,internal identifier,0.43,-2.74,/files/uploadedfiles/crt_DSCN0684_H13_017.JPG,,,"[{""resourceId"": ""27d1af9a-fc2f-9ea3-e56d-5402b351e66a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""65ca79f1-2bda-44a9-8ca5-7de003aae485"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0689_H13_017.JPG,/files/uploadedfiles/crt_DSCN0686_H13_017.JPG,"[{""resourceId"": ""d51d65d9-cf56-f6b3-73a3-dab1def056a8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""557b414d-f29a-4c05-826a-6d8dcb221529"", ""inverseOntologyProperty"": """"}]"
06b52cad-25c7-0ff8-6fca-0cd05feea76f,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9896a55d-306f-4fa1-96ad-665434007fac"", ""inverseOntologyProperty"": """"}]",presente,2.7,Eteroblastico,H14_414,"Marmar Tepe,Thiounta",2014-09-01,,"curvi, suturati",A mosaico,Tessitura omogenea,Marmora,internal identifier,1.86,-3.4,/files/uploadedfiles/crt_DSCN1934_H14_414.JPG,molto bassa,,"[{""resourceId"": ""895d2e6d-d1b1-5359-ef16-ba8c0158f463"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2bdfedfe-20b7-43fe-944f-ca8044a0bd0d"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1939_H14_414.JPG,/files/uploadedfiles/crt_DSCN1936_H14_414.JPG,"[{""resourceId"": ""7f8dcdb2-713a-7cac-1222-8dfac7b1ce95"", ""ontologyProperty"": """", ""resourceXresourceId"": ""00870b6c-d41c-4a61-a0eb-e3a56dc7844c"", ""inverseOntologyProperty"": """"}]"
06e233ac-6cee-492b-1360-16cd0e1efed1,Bianco/grigio; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""01862fef-5210-4b87-9a46-a67f4efa1a8b"", ""inverseOntologyProperty"": """"}]",assente,2.5,Eteroblastico,MT70_3,Marmar Tepe,2013-09-03,Gr: +,"golfi, curvi, suturati","A mosaico, matrice microcristallina",,Marmora,internal identifier,-0.11,-3.38,,,,"[{""resourceId"": ""6a191ef6-b6d8-0a74-5537-b4c3eb8172a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ccbe0b98-ba7e-4e20-9a4b-a03a6ddedae4"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""bb73d856-19a1-11d8-972a-87f7c0472038"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4dfd0652-68eb-471b-94de-8242cf1b98a1"", ""inverseOntologyProperty"": """"}]"
06f354a2-f726-32dd-b1d0-7a4d3228881a,Grigio; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""570f8ac2-dae7-4c6b-87ee-6555d419d760"", ""inverseOntologyProperty"": """"}]",assente,2.9,Eteroblastico/omeoblastico,H4,,2005-08-29,"Q: +
Gr: +
OP: +","rettilinei, curvi, suturati","A mosaico, debolmente lineata",Tessitura omogenea,Marmora,internal identifier,1.63,-3.46,,bassa,,"[{""resourceId"": ""6e1e6cdc-5fe4-8cbd-236d-a06215c3c216"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b4c60be-080c-4bee-8237-8883e740a576"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""7da42265-3410-8cf5-883a-f124374e9740"", ""ontologyProperty"": """", ""resourceXresourceId"": ""168ccae9-8456-430a-bcee-bc40d8298853"", ""inverseOntologyProperty"": """"}]"
098427ea-e007-7c89-f4c6-58acec37551a,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""241d38d4-117c-4225-b6a2-500e6f6a1f04"", ""inverseOntologyProperty"": """"}]",assente,2.1,Eteroblastico,GM2_5,"Marmar Tepe,Thiounta",2013-09-01,"Q: +
Gr: ±","curvi, talvolta suturati
","A mosaico, tipo malta, debolmente lineata",Tessitura omogenea,Marmora,internal identifier,2.13,-2.67,,molto bassa,,"[{""resourceId"": ""1e416202-9ff0-bc27-4a9c-9b45f655ee14"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d6066180-1a67-4854-947f-21ea1ff19138"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""2a67c830-2f1e-0421-4caa-450d9306ced8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da9ba624-e626-40e5-b242-ce54a491c447"", ""inverseOntologyProperty"": """"}]"
0ab4ec30-4f14-8cfc-1ee4-62a54701a134,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""73943a58-1dbd-465e-8990-3f14e1d4335f"", ""inverseOntologyProperty"": """"}]",,2.0,Eteroblastico,D3_A_7,Marmar Tepe,2013-09-09,Pl: ++,"curvi, talvolta suturati
",A mosaico,Tessitura omogenea,Marmora,internal identifier,2.67,-3.37,,molto bassa/bassa,,"[{""resourceId"": ""67effcdc-237f-168a-34ae-4b0edb2a5b2e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56fda653-71b1-40af-8fc0-b25f4209ba1d"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""c6f8ac73-d31e-b3c3-cde4-6d6ec5059c67"", ""ontologyProperty"": """", ""resourceXresourceId"": ""506cd756-52ab-4a9e-b109-88555b734cf6"", ""inverseOntologyProperty"": """"}]"
0b066120-2c60-08c8-4f47-c4d27e824629,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aca792d0-c294-4a52-9e57-08e5b2d93543"", ""inverseOntologyProperty"": """"}]",assente,2.72,Eteroblastico,H13_206,Marmar Tepe,2013-09-01,,suturati,Tipo malta,"Tessitura eterogenea, a macchie",Marmora,internal identifier,1.97,-5.81,/files/uploadedfiles/crt_DSCN1492_H13_206.JPG,molto bassa/bassa/media,,"[{""resourceId"": ""f65740ed-4dd9-bf34-eb36-4b7dcfe87401"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c18f0cda-0f0d-4485-ba5e-b818cb4e4eb5"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1498_H13_206.JPG,/files/uploadedfiles/crt_DSCN1495_H13_206.JPG,"[{""resourceId"": ""efe49dc4-7a7e-a6f6-3865-a4b772a26114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03940faa-2715-4876-b58d-a452f0612667"", ""inverseOntologyProperty"": """"}]"
0b25fca1-0e0d-cf13-2fe5-d405caefc6a5,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a342b76-695f-47c0-b372-1da982a912fc"", ""inverseOntologyProperty"": """"}]",assente,,,MT39_6,,2013-09-03,,,,,Marmora,internal identifier,2.44,-2.49,,,,"[{""resourceId"": ""b3ad46f7-b743-2572-ee58-d0bb3c349107"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c48e5f35-9e7b-40db-a935-45b8ab3cfd4c"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""e4f6723d-5408-ccbd-01ea-1230af875a27"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f951a969-471a-4b00-bbbf-61bf496f4a94"", ""inverseOntologyProperty"": """"}]"
0b67e5dd-251d-d290-48b7-27c382ccc708,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""62c4fc77-6b66-470c-937f-2959e91c0815"", ""inverseOntologyProperty"": """"}]",assente,3.0,Eteroblastico/omeoblastico,H13_215,"Marmar Tepe,Thiounta",2013-09-01,Gr: ++,"curvi, suturati",A mosaico,Tessitura omogenea,Marmora,internal identifier,2.3,-2.42,/files/uploadedfiles/crt_DSCN1551_H13_215.JPG,molto bassa,,"[{""resourceId"": ""2ff32bbd-16ec-48eb-bde9-b4c19619ab43"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6bce164-b8e9-4efb-ae01-a9d352e51f37"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1556_H13_215.JPG,/files/uploadedfiles/crt_DSCN1553_H13_215.JPG,"[{""resourceId"": ""5b9413da-bf41-882e-5518-b68ed1b445ea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9f652b1-b764-4651-b4a6-8739e58fbaeb"", ""inverseOntologyProperty"": """"}]"
0c123af8-2f84-97f4-4f58-8b039faa3c23,Grigio; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""788597ec-296b-4a67-8174-e0c4706644d7"", ""inverseOntologyProperty"": """"}]",assente,,,K41,,2005-08-29,,,,,Marmora,internal identifier,0.42,-3.21,,,,"[{""resourceId"": ""2ac97dda-7b2a-a9df-d81f-7dbcef1672ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""11b2ae00-eb9c-404b-afbe-c0ac506b6448"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""048058d6-1c49-2273-0083-0efb0808b9ea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c78ad590-8d1d-4ab8-a924-7af98aa0372b"", ""inverseOntologyProperty"": """"}]"
0c3e4680-e145-3d66-29b0-e1bc95673aa1,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""78d70805-18f4-450e-a1ba-6fd42c286359"", ""inverseOntologyProperty"": """"}]",assente,1.5,Omeoblastico,D3_A_4,Hierapolis–Gök Dere,2013-09-09,Pl: ±,rettilinei,"A mosaico, con alcuni tripli giunti, curvi","Tessitura eterogenea, a bande",Marmora,internal identifier,1.06,-7.12,,bassa/media/alta,,"[{""resourceId"": ""67effcdc-237f-168a-34ae-4b0edb2a5b2e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1125b76a-574f-4fd6-b360-4f0f081eb139"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""fca67d69-c59d-d0c6-9f5c-fc257ac08b9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f11d92a-ba39-45bd-9e1a-678b3191be83"", ""inverseOntologyProperty"": """"}]"
0ceb1333-c08e-6c81-cd63-9ad4a7490a00,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c2fb22e1-de51-408e-aecf-ef556c3d9c13"", ""inverseOntologyProperty"": """"}]",assente,0.88,Eteroblastico,H13_151,Docimio,2013-09-01,Gr: ++,"golfi, curvi, suturati","A mosaico, interconnessa, con matrice microcristallina tra i cristalli di calcite","Tessitura eterogenea, a macchie, con maggiore luminescenza concentrata nei bordi dei cristalli",Marmora,internal identifier,-0.31,-5.8,/files/uploadedfiles/crt_DSCN1256_H13_151.JPG,media/alta,,"[{""resourceId"": ""028f39df-ffc9-cbec-5087-279174a9141d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9f13500c-5c1f-47dc-ade5-7788f5f005ca"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1261_H13_151.JPG,/files/uploadedfiles/crt_DSCN1258_H13_151.JPG,"[{""resourceId"": ""4f3cfe5b-5474-4a74-bf46-591856d883ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""48c98050-c628-4059-94b7-dfe9023cf7a9"", ""inverseOntologyProperty"": """"}]"
0e28a035-07ab-4060-22be-afe155d2a07b,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c2932a0-ef16-4de7-98c6-4c8956eb8a16"", ""inverseOntologyProperty"": """"}]",assente,2.2,Eteroblastico,MT58_4,Marmar Tepe,2013-09-03,Gr: +++,"golfi, curvi, suturati","A mosaico, matrice microcristallina",,Marmora,internal identifier,1.9,-2.19,,,,"[{""resourceId"": ""9b133e8f-7b6d-27b5-8bef-de0eb315b1c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""159f0c21-eeb3-4397-b5ae-068280f651c0"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""e31e03ad-8f1c-0037-27a5-d36d3904bcdc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55e9ef9b-1ded-4702-9bdd-7a86b7e5efcd"", ""inverseOntologyProperty"": """"}]"
0e2a124d-40e9-48af-2af4-b19686c637e8,Grigio; Calcite,2016-10-02,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3581a6d9-8a81-422f-a5ab-971aadb8fbfc"", ""inverseOntologyProperty"": """"}]",assente,1.0,Omeoblastico,H13_149,"Hierapolis–Gök Dere,Docimio?",2013-09-01,Gr: +++,"curvi, golfi",A mosaico,"Tessitura eterogenea, a macchie, con maggiore luminescenza concentrata nei bordi dei cristalli",Marmora,internal identifier,3.42,-4.3,/files/uploadedfiles/crt_DSCN1236_H13_149.JPG,bassa/media,,"[{""resourceId"": ""2cf8b59a-e654-9170-c762-58add1cffa34"", ""ontologyProperty"": """", ""resourceXresourceId"": ""66d0fad7-0437-49e1-a641-a9fb4d091fa4"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1241_H13_149.JPG,/files/uploadedfiles/crt_DSCN1238_H13_149.JPG,"[{""resourceId"": ""4bc97c3b-7ffb-ef59-9ed6-5bb326a5d660"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c25cae97-a6ee-44b7-922f-feb2bc35a65d"", ""inverseOntologyProperty"": """"}]"
0ebe8324-68ac-9b8a-c8ba-86f7ccf207ed,Bianco/grigio; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7871880d-3914-4c52-827d-d6f2063bcf7e"", ""inverseOntologyProperty"": """"}]",assente,3.3,Omeoblastico,H13_201,Marmar Tepe,2013-09-01,Gr: +,"curvi, suturati","A mosaico, debolmente lineata",Tessitura omogenea,Marmora,internal identifier,1.02,-3.17,,bassa/media,,"[{""resourceId"": ""407333cf-2ef6-7b54-1a9e-b1a77f11761a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d2ebc7f8-3f70-41f7-9d97-5b1e903d9832"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""6cc6848b-d9c8-7cb3-0d78-8426f1c6c023"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87c8e736-d0a0-4585-9bfe-c8c216f2e98d"", ""inverseOntologyProperty"": """"}]"
0ecad210-ae93-859e-2c80-cbb4d3d54170,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a869ad7a-daff-4a0a-8dea-4399b029e35b"", ""inverseOntologyProperty"": """"}]",assente,2.2,Eteroblastico,M5_3,,2013-09-01,"Q: ±
Pl: ±","curvi, suturati","A mosaico, lineata, leggera deformazione delle geminazioni polisintetiche",Tessitura omogenea,Marmora,internal identifier,2.22,-4.86,/files/uploadedfiles/crt_DSCN1240_M5_3.JPG,molto bassa,/files/uploadedfiles/crt_DSCN1234_M5_3.JPG,"[{""resourceId"": ""1346dc7a-3ae5-2e99-d293-43e1658c2827"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7fa34e26-d46d-44a4-9732-2ef608a91ab8"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1242_M5_3.JPG,/files/uploadedfiles/crt_DSCN1236_M5_3.JPG,"[{""resourceId"": ""f16819d3-02ef-a76d-5fc8-5525e8617962"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb11256f-2a86-42e3-bdb5-944f53f20ef7"", ""inverseOntologyProperty"": """"}]"
0f65c7af-bec2-356e-c3be-cca0b45ae2fc,Bianco; Calcite,2016-10-02,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""63a72298-e332-4ac5-8f59-da32ac1cf7da"", ""inverseOntologyProperty"": """"}]",,,,H14_443,,2015-09-01,,,,,Marmora,internal identifier,2.48,-8.06,/files/uploadedfiles/crt_DSCN2188_H14_443.JPG,,,"[{""resourceId"": ""70a8956e-249a-4a3e-490b-f60ea8d177ee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cc9be305-351c-4261-8afc-1c42f5436c35"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN2205_H14_443.JPG,/files/uploadedfiles/crt_DSCN2190_H14_443.JPG,"[{""resourceId"": ""0221fc03-1339-08f3-5877-ec359d9d9274"", ""ontologyProperty"": """", ""resourceXresourceId"": ""134d366f-a286-4ec0-b8ac-dff844e4d496"", ""inverseOntologyProperty"": """"}]"
0f9ca28a-711a-7204-5b86-b72324ed5117,Bianco/grigio; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b4a964d-e648-424c-816e-2a059b4701c5"", ""inverseOntologyProperty"": """"}]",presente,3.0,Eteroblastico,H13_035,Hierapolis–Gök Dere,2013-09-01,Gr: ++,"curvi, suturati","A mosaico, leggera deformazione delle geminazioni polisintetiche","Tessitura eterogenea, a macchie",Marmora,internal identifier,-0.24,-6.64,/files/uploadedfiles/crt_DSCN0866_H13_035.JPG,bassa/media,,"[{""resourceId"": ""f6c19693-c11d-3bae-a990-63dbe43e69c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6dc98ff5-e125-49b5-9700-f43259477a4b"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0874_H13_035.JPG,/files/uploadedfiles/crt_DSCN0868_H13_035.JPG,"[{""resourceId"": ""a29b1e05-d2af-0b60-de59-77db70a29bb7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d20b248d-37b6-4e63-afd6-f48b1171cdcf"", ""inverseOntologyProperty"": """"}]"
10ea10a9-806f-70bb-9f31-8d41312a5401,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ead099c8-d987-43f2-b8e1-d96ec5c76fc3"", ""inverseOntologyProperty"": """"}]",presente,2.9,Eteroblastico/omeoblastico,H13_174,Marmar Tepe,2013-09-01,,curvi,"A mosaico, leggera deformazione delle geminazioni polisintetiche","Tessitura eterogenea, a macchie",Marmora,internal identifier,-0.25,-3.43,,molto bassa/media,,"[{""resourceId"": ""999caa63-484a-2f2f-9906-ef7854600f20"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e763fc84-7e44-4da8-8f6a-e1a68eeb4ed5"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""4716ffc8-2476-4c86-7275-ef598e5a3df9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1bc0e362-0ffe-48a7-b29c-6d3de7de5d7f"", ""inverseOntologyProperty"": """"}]"
11c745a0-eba2-3c6c-13a0-d6e39adf4674,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cefc0e55-5df7-4050-979a-640ed1d00bd2"", ""inverseOntologyProperty"": """"}]",assente,3.0,Eteroblastico,H13_099,Marmar Tepe,2013-09-01,Gr: ±,"rettilinei, curvi con tripli giunti","A mosaico, talvolta leggera deformazione delle lamelle",Tessitura omogenea,Marmora,internal identifier,2.07,-3.26,,molto bassa/bassa,,"[{""resourceId"": ""d87f1444-fc80-127f-57cd-b11964afe524"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6e93ced9-7400-4c81-ac5b-5d9e34451a73"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""c544474e-1907-bb64-b73e-90b950a10bf9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9822d168-3af1-4ba1-a15e-c0394db8aee4"", ""inverseOntologyProperty"": """"}]"
137cb6d8-4b44-ced9-cc16-2ddb2fd65f3b,Bianco/grigio; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bab4b403-62aa-4059-888a-d5f98d49acf8"", ""inverseOntologyProperty"": """"}]",assente,1.0,Eteroblastico,H13_240,Denizli-2,2013-09-01,,"curvi, suturati","A mosaico, tipo malta",Tessitura omogenea,Marmora,internal identifier,0.07,-8.8,,molto bassa,,"[{""resourceId"": ""7d609ad3-3621-bc09-471a-c8d7aef09c4d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4e7d3b9e-b3e0-4a2d-aa97-8156bd323253"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""278459f8-f046-57c1-8fd0-e4ea7d5db92e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d49d047-a786-49e0-bc47-94e1d34e79ee"", ""inverseOntologyProperty"": """"}]"
