ResourceID,Analysis Color & Principal Mineralogical Composition,Analysis Compilation Date,Analysis Compiler,Analysis Crystal Orientation,Analysis MGS (mm),Analysis Microfabric,Analysis Name,Analysis Provenance Hypothesis,Analysis Sampling Date,Analysis Secondary Minerals & Accessories,Analysis Shape of Crystal's Borders,Analysis Texture,Cathodoluminescence Description,Identifier Content,Identifier Type,Isotopes Delta13C,Isotopes Delta18O,Luminescence Image,Luminescence Intensity,Luminescence Reference Image,Related Object,Related Object Withdrawal Point,Sliced Section Nicol incrociati,Sliced Section Nicol paralleli,TEMP SAMPLE
9299c5d7-e3a9-587b-1c57-e8dbbe5e5c0f,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f346709-4357-4a80-b942-be34ed697931"", ""inverseOntologyProperty"": """"}]",assente,3.2,Eteroblastico,M5BIS_2,,2013-09-01,Gr: ++,"curvi, rettilinei, golfi, suturati",Granoblastica,Tessitura omogenea,Marmora,internal identifier,2.16,-3.26,/files/uploadedfiles/crt_DSCN3857_M5BIS_2.JPG,molto bassa/bassa,/files/uploadedfiles/crt_DSCN3851_M5BIS_2.JPG,"[{""resourceId"": ""1346dc7a-3ae5-2e99-d293-43e1658c2827"", ""ontologyProperty"": """", ""resourceXresourceId"": ""39e8293d-27f2-43bb-97a6-2d3dc6b2cf12"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN3859_M5BIS_2.JPG,/files/uploadedfiles/crt_DSCN3853_M5BIS_2.JPG,"[{""resourceId"": ""bdb0dbe9-be83-0d7c-2faa-e5fe9baab63a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f1b420a8-c006-453a-8409-db1749db86be"", ""inverseOntologyProperty"": """"}]"
92c48e60-cb44-fb2f-736d-dbcde03c6b6e,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""93c0c045-635d-436f-b305-8d3271897e68"", ""inverseOntologyProperty"": """"}]",assente,,,A9,,2005-08-29,,,,,Marmora,internal identifier,2.7,-2.33,/files/uploadedfiles/crt_A9.jpg,,,"[{""resourceId"": ""b54a9745-b511-6495-52c5-452a1f8d662c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3d6f1678-15a4-4271-b7f0-bfc769c8c9b3"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN3576_A9.JPG,/files/uploadedfiles/crt_DSCN3574_A9.JPG,"[{""resourceId"": ""094304ac-7781-03a7-6cd0-42632c55297c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4b6a5ec-7716-41a3-b823-bc5e00f83a2f"", ""inverseOntologyProperty"": """"}]"
935a671f-60b5-2678-4230-ba1b3f5632f1,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d40a3be9-8ec2-4e79-9a90-27ca8f9a314d"", ""inverseOntologyProperty"": """"}]",assente,2.68,Eteroblastico,TH1_1,"Marmar Tepe,Thiounta",2013-09-05,,"rettilinei, curvi",A mosaico,Tessitura omogenea,Marmora,internal identifier,2.04,-2.71,/files/uploadedfiles/crt_DSCN0973_TH1_1.JPG,molto bassa/bassa,/files/uploadedfiles/crt_DSCN0970_TH1_1.JPG,"[{""resourceId"": ""2666bf6b-3ff5-18e2-e007-27a8da9dac81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b917b261-b1da-4113-8c9d-a7f50694ef56"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0975_TH1_1.JPG,/files/uploadedfiles/crt_DSCN0972_TH1_1.JPG,"[{""resourceId"": ""83f80f83-f0b9-51f5-4bc4-e1c8cf1600a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6396f98d-a5d1-4078-a8af-b14f05fb389f"", ""inverseOntologyProperty"": """"}]"
9575cda6-3262-f5aa-9211-6a8f891b2725,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ce17ee33-5ecb-40ab-b501-349799747f96"", ""inverseOntologyProperty"": """"}]",assente,2.0,Eteroblastico/omeoblastico,H8,,2005-08-29,"Q: ++
Km: ++
Ap: ++
Gr: +
Pl: ++
OP: ± (pirite)","rettilinei, curvi, suturati","A mosaico, debolmente lineata",Tessitura omogenea,Marmora,internal identifier,0.51,-2.26,,bassa,,"[{""resourceId"": ""9439fda4-b1dc-2d2e-aeb9-48f6ddbf7980"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f485a243-249b-4ee2-8c48-6120303b6885"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""247ac073-6b03-4873-c090-31e5272d5ac7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e83fdb98-7002-4d3b-b2f6-0e3ae97c540b"", ""inverseOntologyProperty"": """"}]"
9633a4ed-642c-b75d-498f-18565c19865f,Bianco/grigio; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7904e228-9cb9-4112-a032-323eed44c49e"", ""inverseOntologyProperty"": """"}]",presente,2.4,Eteroblastico/omeoblastico,H13_016,,2013-09-01,Gr: +,suturati,"A mosaico, leggera deformazione delle geminazioni polisintetiche, con matrice microcristallina tra i cristalli di calcite",Tessitura omogenea,Marmora,internal identifier,1.85,-5.96,/files/uploadedfiles/crt_DSCN0674_H13_016.JPG,molto bassa,,"[{""resourceId"": ""fceb93f8-19f7-6122-8fb7-8cb937555ff0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4a5eecbe-e2ff-42c1-a8a5-f8360c5ded73"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0682_H13_016.JPG,/files/uploadedfiles/crt_DSCN0676_H13_016.JPG,"[{""resourceId"": ""dbdf59fb-f89f-2d51-986c-9b01b35c0396"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1aa4f318-ef10-4ed7-9e44-21a880e17fa4"", ""inverseOntologyProperty"": """"}]"
96a75f46-c042-7a6d-e999-74b277e46737,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""890c8ede-e47a-4d96-bb5e-f0c4b6a540cd"", ""inverseOntologyProperty"": """"}]",presente,2.1,Eteroblastico,H13_048,Hierapolis–Gök Dere,2013-09-01,Gr: ++,"curvi, suturati","A mosaico, orientata, leggera deformazione delle geminazioni polisintetiche, matrice microcristallina tra i cristalli di calcite","Tessitura eterogenea, a macchie",Marmora,internal identifier,1.06,-0.31,,bassa/media,,"[{""resourceId"": ""b1b2ed6d-9a42-f4a7-43d5-76b3d7654bb1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5a137831-b097-4c97-af94-d1d910aceed8"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""496b6b04-ffe3-6479-bbc0-17d4d2d2964d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a35a621d-3705-491f-8bb1-9057986e6f6a"", ""inverseOntologyProperty"": """"}]"
96df443a-e19e-c343-8c5a-e26d7461bf96,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""877eebbd-64e2-4ccf-9ee2-a417dcb5cc0b"", ""inverseOntologyProperty"": """"}]",assente,3.4,Eteroblastico,M2_2,,2013-09-01,Gr: +,"curvi, talvolta suturati
","A mosaico, leggera deformazione delle geminazioni polisintetiche","Tessitura eterogenea, a macchie",Marmora,internal identifier,1.44,-9.15,,molto bassa/media,,"[{""resourceId"": ""ff9e19c2-9d12-0d76-187f-94abf0a747a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""16da88c5-9f6d-4363-a93a-6730623df723"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""7fe2607b-9849-5ba0-bfad-346e7c9e7001"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f86647fc-379b-4968-aea6-013379006f8d"", ""inverseOntologyProperty"": """"}]"
97687906-5ac6-51a7-8cef-6512475ec6e9,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6f0708b-8eb2-4348-b679-c159764216e6"", ""inverseOntologyProperty"": """"}]",assente,1.0,Eteroblastico/omeoblastico,H13_031,Hierapolis–Gök Dere,2013-09-01,Gr: +,"curvi, suturati","A mosaico, matrice microcristallina","Tessitura eterogenea, a macchie, con maggiore luminescenza concentrata nei bordi dei cristalli",Marmora,internal identifier,3.19,-6.78,/files/uploadedfiles/crt_DSCN0836_H13_031.JPG,media/alta,,"[{""resourceId"": ""37cc1b30-ff82-74a8-54d8-8aa08dd28a12"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7f2fdb0-8aa1-4307-95af-dff958e6de89"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0841_H13_031.JPG,/files/uploadedfiles/crt_DSCN0838_H13_031.JPG,"[{""resourceId"": ""d19450f5-4d98-ebfe-9056-49f32669882c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bd241505-f78e-4b53-af64-f878d98eeb34"", ""inverseOntologyProperty"": """"}]"
9793909b-0157-ec64-f419-c2926a351a02,Grigio; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a86128e6-68c7-4d67-9ae1-11179ecf3d63"", ""inverseOntologyProperty"": """"}]",assente,2.6,Eteroblastico,MT31_1,,2013-09-03,"Q: ±
Km: ±
Gr: +++","curvi, suturati",A mosaico,Tessitura omogenea,Marmora,internal identifier,-0.89,-2.52,/files/uploadedfiles/crt_DSCN2339_MT31_1.JPG,molto bassa,/files/uploadedfiles/crt_DSCN2336_MT31_1.JPG,"[{""resourceId"": ""432b11f1-c09f-2802-3bfd-da3ef91e46da"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aef4d1f6-d983-45d3-a6ae-e5b2ff46e0e6"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN2341_MT31_1.JPG,/files/uploadedfiles/crt_DSCN2338_MT31_1.JPG,"[{""resourceId"": ""9e121cb0-78b3-489c-1c26-0f54696d1025"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcb46e7c-c9c0-46f8-8d2a-13702a1bf264"", ""inverseOntologyProperty"": """"}]"
97b887ca-f233-be54-1e54-a8ebe1449841,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcc186e5-3c65-4b67-b4a6-ab3af2a5922b"", ""inverseOntologyProperty"": """"}]",,3.0,Eteroblastico,H13_101,"Thiounta,Marmar Tepe",2013-09-01,Gr: ±,"golfi, curvi, suturati","A mosaico, leggera deformazione delle geminazioni polisintetiche, piccole aree di matrice microcristallina tra i cristalli di calcite",Tessitura omogenea,Marmora,internal identifier,1.93,-3.42,/files/uploadedfiles/crt_DSCN2437_H13_101.JPG,molto bassa,,"[{""resourceId"": ""62e2eb97-6dcd-f257-8cde-e3194e71e3af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a02ed31-3ae3-4040-81ec-526990e3ded6"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN2442_H13_101.JPG,/files/uploadedfiles/crt_DSCN2439_H13_101.JPG,"[{""resourceId"": ""43e65219-d35b-b306-8537-5db7828edf2c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b11ff4e4-61f0-470f-a2b1-c7689bf95151"", ""inverseOntologyProperty"": """"}]"
98077bdc-f7ff-045a-a5f6-efb733f84a04,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0bcc7a34-2bc9-4221-b689-d07da038a748"", ""inverseOntologyProperty"": """"}]",assente,,,M5BIS_6,,2013-09-01,,,,,Marmora,internal identifier,1.97,-2.9,,,,"[{""resourceId"": ""1346dc7a-3ae5-2e99-d293-43e1658c2827"", ""ontologyProperty"": """", ""resourceXresourceId"": ""97ccc07e-dcb7-4568-8048-cf138ed172a8"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""55612754-0dcf-2a55-9dc2-dd97e859a265"", ""ontologyProperty"": """", ""resourceXresourceId"": ""28bb74fe-8553-4a3e-9bb8-33516316bdb5"", ""inverseOntologyProperty"": """"}]"
98ffbe6c-d46f-19cd-e280-9fc63f0d183b,Bianco; Calcite,2016-10-02,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45bf2efc-f5a6-4ff4-bf20-ab83df947af7"", ""inverseOntologyProperty"": """"}]",assente,,,H15_504,,2015-09-01,,,,,Marmora,internal identifier,0.96,-6.74,,,,"[{""resourceId"": ""9ef60a33-6951-0446-2f09-18d2af8a6058"", ""ontologyProperty"": """", ""resourceXresourceId"": ""370cc58c-ff4c-48ff-9952-c4519738dd11"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""23c1ee75-28f0-4805-2c35-0ef0fb42b6dd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a56ab6c-4d4c-4ab8-a368-f0d274b37d1d"", ""inverseOntologyProperty"": """"}]"
9a4dc42a-de37-6ffa-9210-cefb5004b8da,Bianco/giallastro; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad5014af-d780-4f69-a562-cda47103d0ab"", ""inverseOntologyProperty"": """"}]",assente,0.64,Eteroblastico,H13_241,Docimio?,2013-09-01,Q: +,"curvi, suturati","A mosaico, leggera deformazione delle geminazioni polisintetiche","Tessitura eterogenea, a macchie",Marmora,internal identifier,2.06,-3.8,,bassa/media/alta,,"[{""resourceId"": ""e54a1c03-1b63-4428-2a8d-59c613ac062f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a902d6ac-12d5-4458-afd1-3dbd29f49bc0"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""52fdbfc9-d00f-362d-4aae-d730470bc460"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6be97e84-9741-4487-a5de-5633582a74aa"", ""inverseOntologyProperty"": """"}]"
9b1ce3c1-2794-e676-7a8c-54583de4358a,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f43c553f-627e-49f2-bd98-aa64b097c39d"", ""inverseOntologyProperty"": """"}]",assente,4.0,Eteroblastico,H13_028,"Marmar Tepe,Thiounta",2013-09-01,Gr: ±,curvi,"A mosaico, leggera deformazione delle geminazioni polisintetiche",Tessitura omogenea,Marmora,internal identifier,2.18,-2.83,/files/uploadedfiles/crt_DSCN0802_H13_028.JPG,molto bassa,,"[{""resourceId"": ""7e9b1251-03d3-197a-b332-12287babc818"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6261b390-c7e2-462b-ba9a-a0f25ddaf35f"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0807_H13_028.JPG,/files/uploadedfiles/crt_DSCN0804_H13_028.JPG,"[{""resourceId"": ""8c5d8122-6c27-776d-9f4c-1f59ca3de673"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4089d4ab-1a91-4c2f-bdb2-fdfb6ec193d0"", ""inverseOntologyProperty"": """"}]"
9b55e0a2-9da5-5cea-c45c-324bfecac485,"Bianco, con venature grigie; Calcite",2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8e0d4f2c-cad0-4f1f-bf7f-260d7c1a5624"", ""inverseOntologyProperty"": """"}]",presente,2.96,Eteroblastico/omeoblastico,MT68_5,"Marmar Tepe,Thiounta",2013-09-03,Gr: +++,"rettilinei, curvi",A mosaico,,Marmora,internal identifier,2.17,-2.36,,,,"[{""resourceId"": ""87563008-fab4-48d3-2aaa-b3a62dedd06d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3aa09515-06d7-436e-b608-83e41e573c6a"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""0d448d60-8b82-0f9a-2bab-199b4944b469"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b1618fe-6422-4312-a945-5f91519cd84b"", ""inverseOntologyProperty"": """"}]"
9b722172-bb1d-1b8a-996b-b273c7cc09f5,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dc27e7cd-595c-4642-8a81-427617fcc9d1"", ""inverseOntologyProperty"": """"}]",,2.3,Omeoblastico,D4_3,Hierapolis–Gök Dere,2013-09-09,Pl: ++,"rettilinei, curvi","A mosaico, matrice microcristallina tra i bordi dei cristalli, alcuni tripli giunti",Tessitura omogenea/eterogenea,Marmora,internal identifier,2.98,-7.59,,bassa/media/alta,,"[{""resourceId"": ""6d87df74-db73-6836-b898-d1c7d800d786"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0209bbe-87a2-426d-9d13-5a5b4813bcc1"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""4d4cf81a-61b9-f92d-776c-df5821c69b9a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a5104f6-6741-419e-8b54-7ddb020697f6"", ""inverseOntologyProperty"": """"}]"
9c70b47d-286e-c9dd-d33c-1210cc3a4b5f,Bianco; Calcite,2016-02-20,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5cf1782b-ed0d-4fba-a38f-debdbd5dced8"", ""inverseOntologyProperty"": """"}]",assente,,,MT49_4,,2013-09-03,,,,,Marmora,internal identifier,1.83,-3.44,,,,"[{""resourceId"": ""30aa129d-0f50-5828-1620-64f3b7c3744a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7b314dfa-32a2-4a1b-9926-37145005eca1"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""453655ed-d5c3-6fed-124d-d365b474b94e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bbfda970-f8d4-4467-84a7-bc07415eee9b"", ""inverseOntologyProperty"": """"}]"
9c82e71e-20bc-4cd9-cfa2-91769cca0782,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5c382f29-a10c-4e4b-8606-a70da6a2267b"", ""inverseOntologyProperty"": """"}]",presente,3.0,Eteroblastico,H13_012,Marmar Tepe,2013-09-01,Gr: +++,"curvi, talvolta suturati
","A mosaico, leggera deformazione delle geminazioni polisintetiche",Tessitura omogenea,Marmora,internal identifier,2.21,-2.96,/files/uploadedfiles/crt_DSCN0637_H13_012.JPG,molto bassa,,"[{""resourceId"": ""cf71ca2e-786a-c82f-8752-33fbc43af264"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64f0ad3a-4b7b-4c10-b3c6-366a29b50b90"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN0645_H13_012.JPG,/files/uploadedfiles/crt_DSCN0639_H13_012.JPG,"[{""resourceId"": ""9ace1daf-df08-e8c0-6e76-33122e0857f7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81f8ad6d-9eeb-4c5d-b1e7-89a5c07206eb"", ""inverseOntologyProperty"": """"}]"
9ca70a6e-809b-ae44-90f1-ea9ed21baf44,Grigio; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5660e739-d443-4546-8549-8944ae3340e8"", ""inverseOntologyProperty"": """"}]",assente,,,H3,,2005-08-29,,,,,Marmora,internal identifier,0.56,-2.95,,,,"[{""resourceId"": ""f59124d7-81d3-2e4b-f8d9-c045966b4a97"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8e70d587-8b09-400c-b528-b3cafd65a1c6"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""3d01b52e-27a7-c982-a6f4-3c333afef548"", ""ontologyProperty"": """", ""resourceXresourceId"": ""125c31fa-7ff0-4ca6-a028-8f0f15945d0b"", ""inverseOntologyProperty"": """"}]"
9ca867b6-5b98-3f9d-5fd3-efe1366aee6d,"Bianco/grigio; Calcite, con presenza di Dolomite",2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43563bb8-6d2b-4eac-a858-eb425b529eec"", ""inverseOntologyProperty"": """"}]",assente,2.5,Eteroblastico,MT62_1,"Marmar Tepe,Thiounta",2013-09-03,Gr: +++,"golfi, curvi, suturati","A mosaico, orientata e leggermente stressata",,Marmora,internal identifier,2.09,-3.04,/files/uploadedfiles/crt_DSCN2476_MT62_1.JPG,,,"[{""resourceId"": ""8d162986-5366-cecd-7aa4-5253bb920642"", ""ontologyProperty"": """", ""resourceXresourceId"": ""000d03f2-8fe4-4866-946c-c68716d57e7c"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN2487_MT62_1.JPG,/files/uploadedfiles/crt_DSCN2485_MT62_1.JPG,"[{""resourceId"": ""e096765e-c26b-8ef2-104e-fba970c41326"", ""ontologyProperty"": """", ""resourceXresourceId"": ""355e46b9-3731-409f-89b0-d253521e70e5"", ""inverseOntologyProperty"": """"}]"
9cc9e754-7e90-dc8c-cd7e-2a160696179f,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e822146-2b4c-43ad-987c-658c7c9036b4"", ""inverseOntologyProperty"": """"}]",,2.7,Omeoblastico,D4_2,Marmar Tepe,2013-09-09,Pl: ±,"golfi, curvi, suturati",A mosaico,"Tessitura eterogenea, a macchie",Marmora,internal identifier,2.56,-3.66,,molto bassa/bassa/media,,"[{""resourceId"": ""6d87df74-db73-6836-b898-d1c7d800d786"", ""ontologyProperty"": """", ""resourceXresourceId"": ""063c529f-3268-4eab-a9fc-d61611138e6e"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""76d0b5d6-f8ec-56bd-b634-cd1363f4ec8a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d8f35c6-258e-49db-a7a6-bcd79a348d10"", ""inverseOntologyProperty"": """"}]"
9d104348-4fb2-c9cf-878b-434d5d9cdf2d,"Grigio scuro; Calcite, con presenza di Dolomite",2016-10-02,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""83e9c54a-c091-464f-b3ec-841f945e78d3"", ""inverseOntologyProperty"": """"}]",assente,0.8,Omeoblastico,H15_514,,2015-09-01,"Q: +++
Km: ++
Ap: +
Gr: +++
Pl: ++
OP: +","rettilinei, curvi con tripli giunti","A mosaico, debolmente lineata","Tessitura eterogenea, a macchie, con maggiore luminescenza concentrata nei bordi dei cristalli",Marmora,internal identifier,3.11,-5.73,,media/alta,,"[{""resourceId"": ""27e5e41a-6c4a-2bed-e328-f35fee3f946e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c213925e-28be-43f6-adef-1df9a1a045aa"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""d55b881b-2e8a-4856-286d-f9cf4180d901"", ""ontologyProperty"": """", ""resourceXresourceId"": ""babe84fd-25a0-402b-ad53-6fc45cf62e35"", ""inverseOntologyProperty"": """"}]"
9d35307c-114b-d728-e8b1-3d06c9b61183,Bianco; Calcite,2016-10-18,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""90a67ce5-3365-42dd-9bf7-0259c4a0b234"", ""inverseOntologyProperty"": """"}]",assente,3.2,Eteroblastico,H80,,2005-08-29,"Q: +++
Ap: ++
Gr: ++
Pl: ++
OP: ++","rettilinei, curvi con tripli giunti",A mosaico,Tessitura omogenea,Marmora,internal identifier,1.4,-2.67,,molto bassa/bassa,,"[{""resourceId"": ""3f53c1d3-bc6a-b368-503b-84534446e8e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55384b1d-e61d-4b7c-834e-5782bb6e886d"", ""inverseOntologyProperty"": """"}]",,,,"[{""resourceId"": ""55dca66f-9911-ba63-b66a-8fbf7e908703"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cba0ef99-2a7a-4f0b-94c9-1ce09f81e3eb"", ""inverseOntologyProperty"": """"}]"
9dcd1b01-5108-b9b1-df48-5c569ac62945,Bianco; Calcite,2016-10-10,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""491a6672-965a-479e-8383-d578c16c9d4d"", ""inverseOntologyProperty"": """"}]",assente,4.6,Eteroblastico,H13_157,Marmar Tepe,2013-09-01,Gr: ±,"curvi, suturati","A mosaico, leggera deformazione delle geminazioni polisintetiche",Tessitura omogenea,Marmora,internal identifier,2.18,-3.5,/files/uploadedfiles/crt_DSCN1308_H13_157.JPG,molto bassa,,"[{""resourceId"": ""7d07569d-abf7-b91a-7754-75ca0d876726"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe56a1b0-0966-4291-b1c8-83c2cc721119"", ""inverseOntologyProperty"": """"}]",,/files/uploadedfiles/crt_DSCN1316_H13_157.JPG,/files/uploadedfiles/crt_DSCN1313_H13_157.JPG,"[{""resourceId"": ""73c5118f-7d38-f29c-3a59-1c70c455a20c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""72c6dfd4-5681-4483-a3ae-240e079ec55a"", ""inverseOntologyProperty"": """"}]"
