ResourceID,carried out by,Digital Reference Type,Digital Source,during,ends before,Identifier_content,Identifier_label,Identifier_source,Identifier_type,Immagine,influenced by,_label,location,Name_content,Name_label,Name_language,Name_source,Name_type,part of,starts after,Statement_content,Statement_creation_carried out by,Statement_creation_digital reference,Statement_creation_textual reference,Statement_creation_time_begin of the begin,Statement_creation_time_begin of the end,Statement_creation_time_end of the begin,Statement_creation_time_end of the end,Statement_creation_time_label,Statement_creation_time_type,Statement_label,Statement_language,Statement_name_content,Statement_name_label,Statement_name_language,Statement_name_source,Statement_name_type,Statement_type,technique,Textual Reference Type,Textual Source,TimeSpan_begin of the begin,TimeSpan_begin of the end,TimeSpan_duration_highest possible value,TimeSpan_duration_label,TimeSpan_duration_lowest possible value,TimeSpan_duration_Name_content,TimeSpan_duration_Name_label,TimeSpan_duration_Name_language,TimeSpan_duration_Name_source,TimeSpan_duration_Name_type,TimeSpan_duration_source,TimeSpan_duration_type,TimeSpan_duration_unit,TimeSpan_duration_value,TimeSpan_end of the begin,TimeSpan_end of the end,TimeSpan_label,TimeSpan_name_content,TimeSpan_name_label,TimeSpan_name_language,TimeSpan_name_source,TimeSpan_name_type,TimeSpan_statement_content,TimeSpan_statement_label,TimeSpan_statement_language,TimeSpan_statement_name_content,TimeSpan_statement_name_label,TimeSpan_statement_name_language,TimeSpan_statement_name_source,TimeSpan_statement_name_type,TimeSpan_statement_source,TimeSpan_statement_type,TimeSpan_type,type,used object,Used Set
b4b2fc17-5a71-4b47-b84f-27fba7f63eb1,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""abafe420-36f5-435b-b1dc-3872779c7113"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""ce1d8b72-1f9f-e864-7c76-b2988cd5b7e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""91ef04ad-6665-4f70-9d57-46cf954e6326"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""eb7ace74-d84e-ded2-0e02-c9a6f5a66b29"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7daa912c-3fb6-4d85-8209-59a07fb5e17b"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""0bff7d5d-e2af-eed1-d0dd-655c25426b85"", ""ontologyProperty"": """", ""resourceXresourceId"": ""86b6466e-fd5b-4207-995b-655bece9fc55"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""eb07abce-9b09-4b06-9cea-01bbf0fad93e"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""a53b129f-9328-8e95-fa1a-b21403f0af07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d091a420-4375-403d-843b-41996fabb53a"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""34736a2b-70cc-0ace-af9e-d5f16cd32e12"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75d2e188-5abc-467f-8053-56652937ab52"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""e83f639f-09f8-0706-c835-416c554454bc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6d9e1fd-e452-481c-af28-cc31716e86ff"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""8714256e-461d-83c9-06b2-d60cfd52c64e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""10de3452-3767-4c17-b661-193ccc577407"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""bca93692-65d5-0bb7-d143-bd75a6d760a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c2252bb2-302c-4cfe-b235-be7a7ae59137"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""f6107b26-8026-a2ec-161c-52ad4b886cb4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""05f930fa-3bd1-4840-90d9-05c302fe3602"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""d9787b4e-cf3b-e692-437c-33d1dbe1d1a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d0f9d95-7dca-4a82-b0e5-80fd9339e1f4"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""85ff2432-0c4a-4344-bc04-e23f34969747"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8091d319-fdd1-4a8f-b10c-e33a01bbc4bb"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3d3903d8-94cb-473d-bcd1-0255c509fcbe"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5a550a7d-1608-4b09-b7c6-4f6985e55984"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""bdc24d5c-670c-86f6-f9a7-c8d7d3891333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3457693f-aece-4555-b404-864cc65785c8"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""e6477512-9224-f3c4-1ef8-a0331f7e5a10"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7593d9ea-33ac-4607-a70e-5759454dbf2b"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""4395a34f-e4a9-189c-b4a1-09c3090445b7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3735e7ef-dcf7-4bac-a6e8-ad3965c9736e"", ""inverseOntologyProperty"": """"}, {""resourceId"": ""e5a85396-f26e-e2a8-a9df-b11988718ebd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""059db2c7-3675-4de9-8b1d-8251521d7fdd"", ""inverseOntologyProperty"": """"}]",,,,,Marmora,,,internal identifier,,,,,Marmora Phrygiae,,English (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,projets,,
